user_id,qsr_txn_count_30d,qsr_spend_30d,qsr_recency_days,competitor_qsr_share_90d,grocery_spend_30d,fuel_spend_30d,weekend_dining_frequency,avg_ticket_size,dining_category_entropy,merchant_novelty_rate,campaign_exposed,income_band_encoded,age_band_encoded,region_encoded,prior_offer_redemption_rate,purchase_qsr_next_30d
29,4,67.13,8,0.4886,86.51,77.98,1,14.51,1.4954,0.1312,0,2,1,3,0.3004,0
30,8,156.14,17,0.6496,144.04,34.51,2,18.84,1.0449,0.0665,1,1,0,2,0.7089,1
31,4,66.85,20,0.204,152.74,38.24,2,17.07,0.786,0.204,0,3,2,3,0.7312,0
32,7,77.74,17,0.1926,76.11,56.88,3,12.4,0.8179,0.0482,1,0,2,3,0.4791,0
33,4,38.54,3,0.3815,100.52,72.75,0,9.64,1.501,0.4263,0,0,2,1,0.0276,0
34,1,7.82,19,0.3822,32.45,46.02,0,13.71,1.99,0.1369,0,0,3,1,0.1836,0
35,5,75.85,9,0.2191,53.09,98.76,1,14.66,1.0649,0.1524,1,1,1,0,0.2322,0
36,4,42.66,10,0.3958,167.61,16.32,1,10.27,1.6215,0.5133,0,3,4,2,0.2533,0
37,5,50.42,1,0.5557,160.43,64.58,0,10.47,1.13,0.195,0,2,2,2,0.6592,0
38,6,110.98,9,0.2601,88.81,75.05,2,18.19,0.7849,0.2183,1,0,3,2,0.3472,1
39,3,45.89,8,0.567,118.83,114.72,1,11.0,1.4113,0.3036,1,0,1,2,0.1213,0
40,5,48.12,10,0.6139,92.18,18.22,1,11.28,1.1681,0.2573,0,1,3,0,0.1398,0
41,4,58.53,1,0.2377,148.73,16.51,2,16.07,1.3365,0.321,1,2,4,1,0.2051,0
42,3,58.28,11,0.1934,52.41,74.01,0,18.99,1.0636,0.3796,1,2,0,1,0.3072,0
43,5,47.23,11,0.6537,71.92,49.4,1,10.28,1.3879,0.186,0,0,2,1,0.5009,0
44,1,15.07,2,0.5859,91.0,71.94,1,13.11,1.8384,0.0749,0,2,3,0,0.1255,0
45,1,7.98,5,0.1736,32.39,168.08,0,14.47,1.3358,0.0615,1,2,3,3,0.0364,0
46,7,113.62,13,0.183,145.89,52.5,0,16.19,1.3484,0.4174,1,3,2,2,0.5918,0
47,7,100.27,5,0.612,218.71,30.52,2,14.34,1.4532,0.3787,0,1,1,2,0.5407,1
48,2,30.23,18,0.4773,154.42,37.19,2,13.5,1.6007,0.2248,0,1,2,0,0.3394,0
49,2,25.6,14,0.455,70.65,102.46,1,13.3,0.7833,0.1548,0,0,2,3,0.4016,0
50,4,79.0,0,0.5373,82.39,36.58,0,18.49,1.5397,0.0525,0,3,0,3,0.4172,0
51,11,188.43,1,0.3397,103.84,21.0,2,17.58,1.2884,0.2604,1,0,2,1,0.2405,1
52,6,95.07,9,0.1765,78.57,26.08,0,15.57,1.3242,0.3598,1,1,2,0,0.5804,1
53,6,97.58,5,0.4485,123.52,57.79,2,17.74,1.3482,0.3903,1,1,1,2,0.181,0
54,3,34.57,9,0.0747,139.37,155.47,2,15.3,1.4018,0.3178,0,2,1,2,0.0615,0
55,0,0.0,2,0.3353,100.12,91.33,1,19.7,1.5157,0.1605,0,2,3,3,0.0925,0
56,7,108.7,20,0.4854,169.73,56.38,1,14.07,1.2128,0.2506,1,2,0,1,0.5999,1
57,3,34.74,2,0.4996,143.45,31.34,1,9.13,1.1958,0.0558,1,0,1,3,0.6122,0
58,5,112.11,16,0.404,57.65,16.25,0,22.06,1.5524,0.244,0,2,3,2,0.5293,1
59,3,58.4,18,0.6589,163.16,16.48,0,20.85,1.3624,0.2022,0,3,1,1,0.5335,0
60,8,70.59,1,0.5072,93.13,36.37,2,8.27,1.6432,0.2117,1,0,0,2,0.8076,0
61,7,117.57,31,0.1676,170.12,64.37,1,17.95,1.3916,0.3547,1,0,4,1,0.4725,0
62,4,35.2,11,0.7096,82.49,20.35,1,11.32,1.0294,0.0975,0,3,2,1,0.2199,0
63,0,0.0,25,0.2946,317.03,52.43,0,9.81,1.5108,0.3009,1,1,1,1,0.2944,0
64,3,36.15,2,0.3605,71.24,45.94,0,12.14,1.5573,0.1272,0,1,0,1,0.1518,0
65,2,18.49,50,0.1362,134.07,110.04,1,8.08,0.8192,0.3272,1,1,0,2,0.3846,0
66,3,36.1,6,0.2997,208.92,103.43,2,13.14,1.0078,0.6385,0,1,3,1,0.7924,0
67,6,82.38,2,0.1228,46.12,65.06,1,14.24,1.7901,0.3393,1,2,1,1,0.1747,0
68,8,139.33,8,0.4391,164.19,109.47,1,16.3,1.7561,0.2473,0,2,1,2,0.3468,1
69,1,8.1,1,0.4872,161.88,161.88,0,8.96,1.1091,0.1316,0,1,4,1,0.6166,0
70,5,60.61,17,0.49,42.53,34.57,2,12.67,1.8308,0.1967,0,1,3,0,0.2361,0
71,3,41.71,7,0.2386,126.23,25.25,0,13.27,0.4362,0.078,0,1,3,2,0.3684,1
72,5,82.71,0,0.1585,77.24,63.04,0,17.04,1.7722,0.549,0,1,2,2,0.3388,0
73,2,36.99,4,0.452,211.47,38.15,2,14.03,1.1275,0.102,1,2,4,3,0.0357,0
74,8,188.2,5,0.5327,107.95,101.79,3,23.32,1.8506,0.4705,0,2,1,2,0.578,1
75,7,130.33,4,0.3208,196.93,75.28,2,18.88,1.1804,0.109,0,3,0,2,0.7741,1
76,6,92.22,19,0.4093,37.03,31.6,2,16.05,1.4373,0.546,0,0,0,1,0.5507,0
77,3,24.97,6,0.4574,71.29,106.22,2,11.63,1.456,0.2573,1,0,0,0,0.3351,0
78,5,103.07,8,0.0134,158.77,52.23,1,20.39,1.9385,0.1545,0,2,3,2,0.2902,0
79,5,58.61,7,0.7308,87.97,80.37,2,12.55,1.4079,0.1458,1,2,2,1,0.2324,0
80,3,33.77,15,0.0691,205.01,62.74,2,14.25,1.5474,0.4229,1,0,0,1,0.4494,0
81,5,37.02,6,0.3216,239.83,79.55,2,8.61,1.3421,0.1458,0,3,0,1,0.6004,0
82,1,27.13,16,0.755,102.13,81.15,1,20.74,1.2325,0.2301,0,2,3,0,0.2786,0
83,3,48.65,16,0.3235,96.94,166.01,1,16.58,1.0591,0.1168,0,1,1,1,0.2487,0
84,4,64.67,8,0.4861,212.54,30.31,1,15.92,1.3249,0.2862,1,2,3,0,0.1945,1
85,10,179.29,5,0.1018,203.48,79.84,3,17.82,1.0909,0.0813,1,2,4,2,0.6113,1
86,4,59.22,7,0.5436,132.1,8.03,1,12.45,1.4926,0.0747,0,1,3,2,0.4553,0
87,3,59.09,4,0.407,145.09,77.04,4,20.86,1.2249,0.3553,0,1,1,2,0.2033,0
88,4,49.62,1,0.4947,91.3,8.06,0,12.56,1.5022,0.1078,0,1,2,2,0.2784,0
89,2,36.99,10,0.2618,54.61,61.56,1,16.07,1.3012,0.8255,0,1,2,2,0.2398,0
90,2,25.38,10,0.519,162.52,38.04,3,12.69,1.234,0.4137,1,2,3,3,0.2932,0
91,7,127.11,11,0.342,78.42,83.94,2,17.93,1.3025,0.4673,0,1,1,0,0.2015,1
92,6,113.21,4,0.1725,70.19,53.27,2,19.01,1.0795,0.3178,1,0,3,3,0.6207,0
93,3,44.5,3,0.1533,149.14,46.26,7,16.17,0.9831,0.3587,0,2,2,1,0.3683,1
94,3,39.02,5,0.7286,164.05,19.89,2,11.13,1.4179,0.1652,0,0,2,2,0.458,0
95,1,16.25,7,0.7747,129.36,35.09,1,17.58,1.2012,0.1883,1,2,1,0,0.5844,0
96,2,28.49,6,0.776,101.17,36.32,0,13.1,1.368,0.2795,0,2,0,0,0.2563,0
97,5,75.07,25,0.0379,123.11,62.87,3,14.73,1.4576,0.3557,0,2,3,3,0.0587,0
98,2,12.18,7,0.3278,63.16,41.44,0,15.29,1.6286,0.3144,1,1,0,0,0.0464,0
99,4,43.73,2,0.4565,108.72,65.39,0,11.06,1.2396,0.2477,0,0,1,1,0.2463,0
100,4,49.25,0,0.2635,92.24,86.74,2,12.24,1.9878,0.254,0,2,2,0,0.262,0
101,4,41.78,1,0.4001,52.07,45.47,1,13.34,1.0378,0.2171,1,0,1,0,0.3912,0
102,4,82.95,10,0.1207,167.02,48.82,1,22.39,1.0103,0.4888,1,2,3,3,0.6725,0
103,8,130.25,2,0.0186,52.15,32.36,4,16.44,1.4037,0.3713,0,0,1,2,0.4199,0
104,2,18.4,16,0.7955,249.66,16.38,0,10.44,1.0329,0.1464,0,2,2,2,0.7305,0
105,2,17.06,10,0.6673,160.22,97.27,0,6.27,1.9579,0.5182,1,0,0,1,0.0643,0
106,1,15.24,7,0.444,63.85,97.81,1,7.65,1.4058,0.2349,1,0,2,0,0.4987,0
107,8,70.5,3,0.0484,70.08,108.45,4,9.2,1.471,0.2473,1,1,2,2,0.3781,1
108,5,46.66,6,0.4312,182.66,43.03,0,10.22,1.4226,0.5859,0,2,3,1,0.1471,0
109,4,44.8,2,0.303,87.69,68.24,0,11.28,0.5578,0.5477,1,1,1,1,0.2105,0
110,3,35.34,6,0.3661,160.59,74.87,4,10.04,1.4658,0.0915,0,1,1,1,0.2228,0
111,7,106.38,1,0.2281,121.23,9.04,0,15.21,1.0495,0.3142,0,2,1,0,0.1743,1
112,3,44.66,11,0.4925,212.06,64.45,2,13.12,1.3184,0.237,0,1,0,3,0.226,0
113,3,35.76,14,0.2421,61.03,99.27,2,10.13,1.7762,0.1991,0,2,1,2,0.3162,1
114,7,112.72,3,0.2355,50.1,52.35,2,15.68,1.0608,0.4325,0,1,4,0,0.446,0
115,4,67.86,28,0.1749,45.75,115.48,2,17.04,1.4307,0.1042,1,0,1,1,0.6037,0
116,6,96.04,5,0.2725,118.67,29.18,2,16.91,1.7125,0.5281,0,0,1,2,0.7625,0
117,5,109.28,6,0.0694,175.25,69.71,1,21.68,0.7863,0.3595,0,3,4,1,0.359,1
118,2,27.66,28,0.5956,130.45,73.58,2,15.33,1.7335,0.4516,0,0,3,3,0.033,0
119,5,55.74,22,0.1989,75.69,87.45,1,9.42,1.4694,0.4936,0,0,1,2,0.3836,0
120,2,13.49,79,0.5301,149.78,3.63,1,4.0,1.473,0.1105,0,0,3,0,0.2993,1
121,6,111.98,2,0.1411,88.48,68.92,2,18.79,1.2701,0.5431,0,2,2,2,0.0811,0
122,3,56.9,5,0.0807,86.1,131.21,4,19.14,1.2538,0.7036,1,1,3,2,0.3213,1
123,3,30.42,8,0.0894,82.34,36.81,0,12.54,1.1999,0.61,1,2,0,1,0.2509,0
124,4,41.64,3,0.3372,169.55,24.3,0,11.01,1.4512,0.7217,1,1,2,3,0.3555,0
125,8,140.5,2,0.8749,104.49,59.21,3,16.28,1.1099,0.3714,1,2,3,0,0.4367,0
126,5,128.19,11,0.3711,75.67,65.63,2,25.25,1.4977,0.1866,0,3,4,1,0.1927,0
127,1,10.61,36,0.5602,197.27,128.32,0,11.15,1.2364,0.3293,1,1,2,3,0.1518,0
128,4,52.57,10,0.9194,156.56,28.02,0,12.62,0.9982,0.058,0,3,0,1,0.1263,0
129,5,112.11,7,0.2526,138.94,82.6,1,22.7,1.2082,0.1348,0,3,4,0,0.1895,0
130,2,24.3,32,0.7599,106.0,53.44,1,12.25,1.4864,0.2638,0,0,2,0,0.2593,0
131,2,25.67,3,0.1009,269.55,81.96,0,12.88,1.5056,0.4734,0,2,2,2,0.732,0
132,1,24.32,0,0.5028,95.41,63.92,2,15.63,1.5388,0.2443,1,2,1,1,0.1886,0
133,3,21.34,24,0.0861,141.36,33.57,1,10.83,1.4609,0.1764,0,2,3,2,0.1639,0
134,4,60.17,18,0.2362,230.24,71.16,2,15.95,1.0739,0.5396,0,2,2,2,0.1344,0
135,3,39.81,12,0.1299,103.79,32.66,3,17.1,1.3961,0.1465,0,2,4,2,0.317,0
136,6,149.7,3,0.4984,26.31,39.63,1,25.33,2.3184,0.2661,1,1,2,3,0.8733,1
137,1,6.79,18,0.3535,91.99,52.93,0,7.36,1.0266,0.1464,1,2,1,3,0.7143,0
138,6,56.33,3,0.6729,196.26,33.77,2,8.88,1.6364,0.4923,0,0,3,0,0.2201,0
139,2,31.43,3,0.2029,205.57,72.61,0,18.64,1.895,0.4134,0,2,0,3,0.838,0
140,2,17.79,8,0.3885,95.57,9.82,3,11.08,1.2927,0.346,0,0,1,1,0.5647,0
141,4,74.84,2,0.4659,66.08,67.53,1,17.89,1.7653,0.2851,1,2,4,3,0.6805,1
142,2,30.4,13,0.5768,122.2,12.05,0,13.99,1.8214,0.4091,0,2,4,2,0.2469,0
143,3,26.29,12,0.2937,65.06,79.94,0,9.28,1.358,0.0277,1,0,3,0,0.4083,0
144,2,17.83,7,0.178,75.21,9.69,1,14.81,1.4206,0.1845,0,2,1,2,0.3558,0
145,0,0.0,48,0.1662,130.07,56.77,1,14.34,1.7,0.3357,1,2,3,2,0.3397,0
146,3,26.36,0,0.6765,134.95,47.85,1,8.45,0.9634,0.4507,0,0,2,3,0.6095,0
147,1,11.29,15,0.3043,102.51,111.08,1,10.74,1.885,0.1453,1,1,2,1,0.3843,0
148,6,81.38,4,0.354,58.15,109.94,2,14.94,1.4487,0.0869,1,0,2,2,0.6077,1
149,7,90.3,19,0.3654,25.83,114.68,1,13.73,1.0504,0.1358,1,0,2,2,0.529,0
150,5,105.2,11,0.4555,76.0,29.24,4,20.18,1.2276,0.3035,0,2,1,2,0.1116,0
151,2,33.97,16,0.084,133.47,33.41,0,13.08,1.2884,0.0677,0,1,2,1,0.4891,0
152,4,69.23,6,0.6484,34.74,47.77,1,16.28,0.9226,0.1976,0,2,0,1,0.3094,0
153,4,59.05,19,0.27,71.33,63.97,1,15.39,1.1796,0.7209,1,0,3,3,0.6679,0
154,2,27.73,12,0.3587,68.15,49.9,2,14.72,1.7011,0.1221,1,0,4,2,0.2609,0
155,4,80.2,3,0.7126,67.0,40.79,2,21.3,1.4354,0.3641,0,2,1,2,0.5147,0
156,1,14.85,62,0.6729,78.49,78.47,1,12.53,1.4609,0.282,0,1,4,3,0.3115,0
157,5,65.67,3,0.4639,115.31,71.84,3,11.94,1.4332,0.1521,0,3,3,2,0.2687,0
158,2,31.38,24,0.2719,186.53,55.79,4,13.76,1.2617,0.2183,0,0,3,2,0.2618,0
159,3,41.69,10,0.3419,85.69,18.64,2,12.85,0.957,0.5591,0,2,4,2,0.1285,0
160,5,93.77,2,0.3809,92.64,77.73,3,19.49,1.1472,0.4971,0,2,1,1,0.1498,0
161,4,76.39,1,0.4769,94.54,64.84,1,19.48,1.4963,0.3175,0,2,3,1,0.3077,0
162,5,94.78,35,0.1911,151.07,37.26,1,19.45,1.0663,0.3006,0,2,0,3,0.2164,0
163,3,74.87,10,0.136,252.23,90.32,1,23.6,1.4067,0.1668,0,1,4,2,0.4181,0
164,4,58.24,3,0.1682,138.95,28.75,4,14.53,1.3652,0.1168,0,2,2,1,0.518,0
165,6,91.48,8,0.4787,80.28,69.03,1,14.44,1.7617,0.3509,1,1,3,0,0.3224,0
166,5,82.48,24,0.3032,61.6,108.15,4,16.1,1.0718,0.5173,0,2,1,0,0.5358,0
167,0,0.0,13,0.9361,101.62,55.96,1,6.44,1.4085,0.1187,0,0,0,2,0.2051,0
168,4,55.53,19,0.8365,40.81,45.33,1,15.76,1.1843,0.2791,1,0,1,3,0.3535,0
169,7,125.49,3,0.5929,32.36,25.95,1,16.52,0.7818,0.2135,0,1,0,2,0.5296,1
170,1,10.01,23,0.4053,87.31,66.51,2,12.13,1.9634,0.2224,1,1,2,2,0.2745,0
171,1,10.77,13,0.7895,260.18,41.5,2,10.21,1.6033,0.097,0,0,1,3,0.2908,0
172,4,100.03,4,0.2142,156.23,48.83,0,22.83,1.1841,0.2495,0,0,4,1,0.2003,0
173,3,45.28,10,0.4592,121.38,22.91,3,14.25,1.0935,0.338,0,0,3,0,0.2988,0
174,3,37.91,17,0.3448,51.75,25.69,0,14.36,1.2793,0.087,0,0,2,2,0.457,0
175,4,36.07,7,0.3068,72.98,43.06,2,8.94,1.5764,0.111,0,0,3,3,0.3471,0
176,5,84.92,2,0.2226,177.5,40.12,4,15.51,1.3155,0.3409,0,2,2,1,0.1679,0
177,4,48.36,24,0.6418,196.42,74.77,1,11.65,1.565,0.1467,0,3,4,3,0.0688,0
178,6,113.34,0,0.1885,25.42,34.6,4,16.08,1.3208,0.6326,0,1,3,3,0.28,0
179,5,52.83,30,0.1361,70.34,69.92,3,12.59,1.2337,0.2333,0,0,3,0,0.1409,1
180,2,24.04,4,0.3326,85.59,55.51,2,12.99,1.4043,0.2853,1,1,1,1,0.3783,0
181,4,64.77,7,0.3889,242.51,123.62,1,17.89,1.6214,0.5662,0,2,3,1,0.4464,0
182,3,48.01,2,0.726,86.16,39.07,0,14.8,1.045,0.0565,1,3,3,1,0.1713,0
183,3,30.47,1,0.2409,117.24,57.68,1,12.3,1.4567,0.2841,1,1,0,1,0.6088,0
184,5,71.13,27,0.3761,56.06,35.88,2,15.01,1.5175,0.1597,0,0,0,1,0.4167,0
185,4,23.8,25,0.2368,78.41,30.78,1,6.71,0.9763,0.1753,0,1,4,2,0.2861,0
186,8,147.15,2,0.1045,51.16,91.6,2,18.28,0.9544,0.0688,0,1,4,2,0.0308,0
187,8,128.41,13,0.0437,43.33,30.52,2,16.17,1.6446,0.5315,1,0,2,3,0.458,1
188,4,111.08,24,0.5063,67.28,47.5,0,26.55,0.9675,0.0617,1,2,1,2,0.2082,0
189,4,56.65,3,0.345,31.54,191.7,0,15.5,1.4731,0.1421,0,0,2,2,0.2042,0
190,1,16.17,39,0.4273,79.01,22.78,0,14.17,1.0373,0.1571,0,0,0,1,0.1175,0
191,2,22.33,40,0.2279,116.56,75.02,0,11.7,1.4723,0.3801,1,2,3,0,0.4347,0
192,3,42.72,1,0.3156,49.71,33.21,1,17.46,0.9246,0.3782,0,2,0,2,0.0207,0
193,7,102.92,4,0.5218,24.83,69.16,2,13.91,1.5266,0.229,1,0,1,2,0.6254,0
194,8,138.53,3,0.5337,158.75,42.19,2,17.78,1.0495,0.0575,1,2,2,1,0.3499,1
195,1,11.48,22,0.4374,118.91,60.93,2,10.74,1.365,0.2665,1,1,3,3,0.1535,0
196,3,33.29,30,0.4277,189.93,62.38,1,12.63,1.4377,0.5734,1,1,4,2,0.4374,0
197,4,61.11,24,0.8368,111.94,65.77,2,11.76,1.5792,0.3523,0,0,2,1,0.2072,0
198,1,17.35,3,0.3418,49.25,105.16,1,9.26,1.924,0.3887,0,1,1,1,0.116,0
199,2,27.73,1,0.5642,39.97,35.96,2,15.08,1.7082,0.1692,0,0,0,2,0.534,1
200,3,46.57,9,0.4996,67.95,97.85,2,15.07,1.3552,0.244,1,2,2,2,0.2819,0
201,7,134.92,1,0.1134,104.46,72.56,7,19.07,0.9549,0.3307,0,3,0,0,0.7906,1
202,0,0.0,90,0.516,80.57,29.72,1,10.68,1.2977,0.4197,1,0,2,2,0.4626,0
203,2,37.78,71,0.3668,142.76,73.54,1,17.3,1.5969,0.592,1,1,2,0,0.3778,0
204,3,39.08,21,0.4601,168.8,48.8,1,12.96,1.2232,0.3182,1,1,2,2,0.3989,1
205,5,80.59,8,0.4575,49.92,70.32,0,15.04,1.4967,0.5083,0,1,1,3,0.3089,0
206,5,67.71,0,0.1026,165.8,18.25,2,13.7,1.3068,0.5176,1,2,4,0,0.2927,0
207,1,7.26,16,0.5434,79.68,16.49,3,13.01,2.0479,0.4323,0,0,3,1,0.1333,0
208,2,28.59,45,0.1385,118.04,40.57,4,16.2,0.8253,0.5275,0,2,2,2,0.2563,0
209,2,15.84,1,0.7799,288.49,54.36,0,10.96,1.7837,0.8046,0,1,2,1,0.2815,0
210,6,93.72,5,0.3055,228.64,37.48,5,15.5,1.2627,0.3265,0,2,1,1,0.5047,0
211,2,18.26,24,0.5065,52.98,50.8,2,7.33,1.2584,0.3048,0,1,1,2,0.2472,0
212,2,14.65,13,0.406,109.11,72.28,0,10.88,1.537,0.4659,0,0,3,3,0.5866,0
213,4,56.78,11,0.409,89.67,122.58,0,13.72,0.6505,0.1858,1,0,2,3,0.176,0
214,1,12.55,9,0.3051,159.13,33.83,1,8.93,1.5534,0.7066,1,2,0,1,0.182,0
215,3,43.77,0,0.184,102.04,40.65,1,13.84,1.1842,0.2622,0,1,4,3,0.7005,0
216,6,97.68,3,0.3351,42.0,29.13,1,17.41,1.3089,0.3379,0,2,2,0,0.0548,1
217,4,73.81,6,0.1734,179.6,20.07,2,16.33,0.8365,0.4185,1,0,1,0,0.5257,0
218,4,58.94,38,0.2016,62.81,54.47,5,14.3,0.972,0.4599,0,0,0,2,0.3692,0
219,1,4.0,75,0.7915,40.82,83.57,0,12.0,1.1104,0.1792,1,2,1,3,0.0635,0
220,4,55.09,16,0.3441,149.09,53.37,1,14.49,1.2655,0.4245,0,0,2,0,0.1762,0
221,1,11.47,41,0.9156,154.85,13.0,0,14.49,1.2832,0.2657,0,3,4,1,0.4908,0
222,3,26.59,9,0.3113,69.44,52.57,2,9.26,1.1397,0.319,0,2,0,0,0.3252,0
223,1,18.99,55,0.4358,225.34,9.45,0,11.67,0.9821,0.1011,0,0,1,1,0.4151,0
224,5,103.95,1,0.5476,252.71,68.0,4,20.54,0.9875,0.1641,0,2,1,2,0.7286,0
225,6,106.42,6,0.2498,85.11,31.52,2,17.86,1.8666,0.0666,0,0,2,2,0.2848,1
226,1,23.55,12,0.2849,120.89,58.19,2,15.68,1.6532,0.4949,0,3,3,0,0.033,0
227,6,78.67,6,0.2372,49.44,26.46,3,12.7,1.0935,0.4294,0,2,0,1,0.1373,0
228,3,36.13,15,0.4131,173.78,42.12,4,8.52,1.4712,0.2373,0,1,4,2,0.1831,1
229,5,87.79,12,0.3324,202.65,6.47,1,17.45,1.2159,0.1419,0,2,1,0,0.307,0
230,4,54.61,5,0.3365,71.78,6.61,0,11.63,0.9507,0.2091,0,0,3,0,0.4972,1
231,3,35.58,17,0.2332,132.67,49.69,0,15.32,1.6161,0.2169,1,1,2,1,0.2687,0
232,2,24.06,24,0.6076,126.68,48.57,1,10.16,1.3615,0.6955,0,1,2,2,0.2609,0
233,3,44.08,5,0.2627,56.0,124.97,3,14.98,1.5125,0.1148,0,1,3,3,0.1005,0
234,4,50.14,17,0.28,367.08,26.25,0,12.18,1.4087,0.1825,1,0,2,0,0.4281,0
235,8,125.46,3,0.4985,223.3,100.05,3,15.41,1.6246,0.357,1,3,3,1,0.2921,1
236,4,66.03,13,0.6498,131.22,23.23,2,15.68,1.2964,0.4024,0,1,2,3,0.2314,0
237,9,180.63,0,0.6568,130.65,33.33,2,19.16,1.6785,0.2908,1,3,3,2,0.6689,0
238,7,89.4,13,0.6491,35.11,81.36,2,12.36,1.5221,0.1293,0,0,0,2,0.1263,0
239,11,166.15,2,0.223,125.25,96.36,5,15.1,1.5502,0.4451,1,2,2,0,0.4218,1
240,4,79.09,11,0.7662,135.87,8.99,1,19.13,1.5697,0.4617,0,2,4,1,0.657,0
241,1,8.33,25,0.6938,267.99,233.97,0,12.76,1.0363,0.283,1,2,2,3,0.6313,0
242,4,93.72,16,0.326,42.3,180.16,1,21.02,1.253,0.1195,0,2,3,2,0.4695,0
243,8,124.06,4,0.155,102.38,89.49,1,15.91,1.2978,0.0511,1,1,4,3,0.412,0
244,5,76.0,3,0.1392,101.91,34.54,2,14.39,1.3931,0.2342,0,2,0,2,0.2201,0
245,9,178.91,4,0.2909,96.05,103.08,1,19.18,1.1654,0.3026,0,3,3,1,0.2292,1
246,13,254.27,2,0.2916,54.5,21.9,4,19.33,1.4991,0.2375,0,0,4,1,0.0239,1
247,3,22.4,2,0.5813,174.87,62.86,1,8.48,1.7202,0.138,1,0,0,2,0.2228,0
248,4,80.95,3,0.1874,93.62,73.16,5,21.11,1.75,0.6144,0,3,1,1,0.2502,0
249,6,126.76,9,0.0393,327.34,132.9,0,20.16,0.9709,0.2303,1,3,1,1,0.252,1
250,5,69.11,4,0.2413,90.03,83.18,4,13.41,0.8516,0.237,0,1,4,2,0.2125,0
251,10,111.66,1,0.181,41.68,34.11,1,11.38,1.364,0.4145,1,2,4,3,0.1269,1
252,6,151.15,10,0.5153,104.09,71.48,2,25.86,1.4085,0.1815,0,3,4,1,0.0565,0
253,2,9.13,34,0.3056,179.6,65.6,2,6.17,1.9761,0.263,0,1,2,0,0.0719,0
254,7,111.02,4,0.1084,87.35,38.17,1,15.72,1.3059,0.172,0,0,3,2,0.3649,0
255,6,126.63,37,0.1191,110.17,53.51,2,19.09,0.9846,0.3406,0,1,0,1,0.4045,1
